run_id,rain_mult,imperv_mult,surf_n,infil_min,pipe_n,peak_discharge_cfs,total_flood_vol,num_flooded_nodes,continuity_error_pct,status
243,0.8799649304467692,1.2768223004577228,0.014322564384792204,1.405237708090722,0.025057488989985062,18.67,0.003,1,0.012,ok
244,1.2855982920559637,1.2049452674333911,0.026394008563086685,0.06552575678663718,0.021215465506626393,21.63,0.011,1,0.014,ok
245,0.9225755776610822,1.1434360528716552,0.02359790851324621,0.1052869283628563,0.01935773950569703,20.38,0.0,0,0.021,ok
246,1.302855714760594,0.8060970744098143,0.027180571512635882,1.1500293716732939,0.018553864493005202,20.76,0.0,0,0.026,ok
247,1.4278413488470418,0.7021516178084309,0.02907193610669766,0.983289198932398,0.02843688170305291,16.63,0.003,1,0.0,ok
248,1.4794235489820498,1.2600155233556833,0.012810291169912306,1.2533397158124464,0.015318419954306921,28.8,0.009,1,0.043,ok
249,0.9619763085162855,0.7040674179191898,0.019732195168688446,1.3350237401861178,0.020502672668405053,13.44,0.0,0,0.025,ok
250,1.059840270308517,1.2506711164524538,0.023003617595351782,1.4170032491567002,0.01893736517936003,23.91,0.001,1,0.016,ok
251,0.8090361882913115,1.1190948741820745,0.013742847263386954,1.4752744244720306,0.02445212626596227,17.79,0.0,0,0.011,ok
252,1.4423293198352893,1.0175184820429766,0.01657369040658037,1.0303489280537332,0.011700079283577091,29.6,0.0,0,0.031,ok
253,1.0315100944552884,1.2157955905676099,0.022286811902531782,0.7619539453140587,0.029791240461101716,15.88,0.014,1,-0.005,ok
254,1.111246584434327,1.0559431211665393,0.026678894049066912,1.1126042171618657,0.029501134000799182,16.04,0.01,1,0.0,ok
255,1.243486262997741,1.070568150013066,0.02087607522779393,1.23068818064164,0.013447605415687154,25.97,0.0,0,0.03,ok
256,1.4562261235335554,0.9407095967471599,0.01846960227785988,1.2632638673717802,0.025100782763123417,18.64,0.013,1,0.011,ok
257,1.3241075526085488,1.1207302096245633,0.015699488026535285,1.4377919651494628,0.021922418499243715,21.01,0.012,1,0.017,ok
258,1.1312610913416803,1.00160949590822,0.02253093283711157,0.054869924914587184,0.02801086222938102,16.87,0.006,1,0.0,ok
259,1.4817942515399043,1.1570864322781007,0.024711689619968266,0.9701029699737783,0.01182121432496216,33.8,0.0,0,0.028,ok
260,1.0148567376439037,1.1865247931073102,0.01100928949738601,0.4755534751491983,0.013932581984486898,24.11,0.0,0,0.031,ok
261,0.9753159922246,0.8768831265651114,0.01678857998895832,0.12524752962806313,0.021072070244141164,16.75,0.0,0,0.025,ok
262,0.8305720244251761,1.0576913195193454,0.024201998854059492,1.3984866054833542,0.014532535404025708,17.05,0.0,0,0.029,ok
263,1.143711329910928,1.1445247983834017,0.021106991767386167,1.202043966112455,0.01567961847719137,25.72,0.0,0,0.032,ok
264,1.171205732028097,0.7690410910715713,0.011113792021864284,1.4716187158337686,0.024705432789463647,17.91,0.0,0,0.01,ok
265,1.351393978208348,0.8231523272949303,0.029978527039396033,0.423316008814222,0.016693897644121772,21.71,0.0,0,0.029,ok
266,1.3547601473545898,0.7138040914253844,0.017135613458897414,0.9520002937349029,0.01856338396333556,18.9,0.0,0,0.032,ok
267,1.4026309726052761,0.936174868848682,0.02340341763761654,0.34905337246849893,0.01413977037041494,26.05,0.0,0,0.023,ok
268,0.9750382301345031,1.1850268445173122,0.024509692985048237,1.2373632612269585,0.02209667851673992,20.86,0.001,1,0.021,ok
269,1.0974284617112096,0.7918900247372006,0.017787940594021806,0.4431889040513032,0.02646150083483921,17.13,0.0,0,0.006,ok
270,0.9419283991065318,1.0625947397701756,0.019083192908886208,1.1337189898066111,0.027002775298259275,17.45,0.001,1,0.0,ok
271,0.8727616474311553,0.8157754510674793,0.0204823803228421,0.7758986323682224,0.017453791115394322,14.08,0.0,0,0.027,ok
272,1.1677306708147277,1.0787479191905502,0.02591048883842955,0.905383724471369,0.013262454366506988,24.59,0.0,0,0.03,ok
273,0.8495643985696282,1.074142808316574,0.021824694301141194,0.7686534245212643,0.02003092263903359,17.31,0.0,0,0.029,ok
274,1.445445103761112,0.8092632162451244,0.027438610225663157,0.7639539881527304,0.024224972149321865,19.24,0.003,1,0.016,ok
275,1.0470708235519957,1.005217996638478,0.012296886454703834,1.1066607201414964,0.02097769700738842,20.91,0.0,0,0.027,ok
276,0.9985102778277792,0.9075569213367911,0.015083685171451006,1.004118725309318,0.020273569114013065,17.93,0.0,0,0.028,ok
277,0.8599353612338525,0.9367530435956446,0.017106532935065515,1.1232813314551224,0.029580285639663046,15.68,0.0,1,-0.014,ok
278,1.2409026014367823,0.9725950291074548,0.0191655348334744,1.1953265094217798,0.029246281108755576,16.18,0.012,1,0.0,ok
279,1.0421507877264407,1.2705581222164288,0.021491201695400607,1.457754400470707,0.02968090513454403,15.94,0.018,1,-0.013,ok
280,0.9408879743122336,1.2651242593951553,0.026087187411788258,1.249699102863265,0.01923880418731643,22.63,0.0,0,0.02,ok
281,1.2131423243170554,0.9820427521661302,0.027488417129967455,0.7782848211825465,0.016217101932012742,23.35,0.0,0,0.028,ok
282,1.4730719693133456,1.1212289229515586,0.012221998123090359,0.6881641911812942,0.025283176460241943,18.52,0.029,1,0.011,ok
283,0.9579267382957328,0.9009451891671028,0.016907347167386965,1.4799931274286706,0.015029071454891425,17.17,0.0,0,0.03,ok
284,1.098872258683131,0.9658204739326338,0.015428656653399729,0.08367960977405278,0.027858259236876237,16.95,0.004,1,0.0,ok
285,1.3825735890533049,1.2878922961176986,0.011947057428760103,0.22753837745277028,0.015087049230069031,29.24,0.005,1,0.038,ok
286,0.7145109048183286,1.1048653347896873,0.013620663312676992,1.0094431823101793,0.013424178847865505,15.69,0.0,0,0.032,ok
287,0.7352388223609765,1.035737554928618,0.012614401284301054,1.0506850868982434,0.012672866676263253,15.24,0.0,0,0.032,ok
288,1.3220218233033862,0.9819410588274999,0.012134163130363564,0.7516163474117626,0.01711058527883849,25.81,0.0,1,0.023,ok
289,0.983890288456474,1.2797050614444454,0.026749585682419617,1.4952846302855727,0.028586329044438835,16.55,0.011,1,0.0,ok
290,1.0187190662069219,0.8684586533097933,0.027079162800490674,0.7693483549896832,0.012088779770521248,17.47,0.0,0,0.032,ok
291,0.8550550735063432,1.0093288852504998,0.021395362020504315,0.392357488409709,0.01554562422674981,16.88,0.0,0,0.029,ok
292,1.2683667628581352,1.034151427969395,0.019961053266723622,0.530469871055035,0.029709178708369133,15.93,0.018,1,-0.004,ok
293,1.4077234345685041,1.241878288303829,0.02402531146709884,0.6134064703394133,0.022697582824418718,20.38,0.026,1,0.011,ok
294,0.9801013284930158,0.9505745157051562,0.022433922130212364,0.31245682166314037,0.01177825711527183,18.48,0.0,0,0.032,ok
295,1.377586891336355,1.2910759990127936,0.014914197034072475,1.2897897862232555,0.023673838029931886,19.63,0.032,1,0.007,ok
296,1.3329251742996568,0.9351198090943582,0.028571467648016314,1.136838893460553,0.017473770858751295,24.43,0.0,0,0.025,ok
297,1.4775186664608824,0.9556223354784964,0.019000177806997517,0.3083994094223869,0.026827928675417147,17.55,0.018,1,0.0,ok
